id,word,simple_word,kinds,num_defs,def_freq,wiki_freq,crea_freq,ngram_freq,afi,commonness
08kFkUx,abordonar,abordonar,verb,1,0,0.0,,1.0,a.boɾ.d̪o.ˈnaɾ,0
08n60PJ,aborigen,aborigen,adj,2,4,1042.0,2.13,8617.0,a.bo.ˈɾi.xen,2
08zDlTo,aborrajarse,aborrajarse,verb,1,0,0.0,,2.0,a.bo.ra.ˈxaɾ.se,0
090WJqB,aborrascarse,aborrascarse,verb,1,0,0.0,,4.0,a.bo.ras.ˈkaɾ.se,0
091loNc,"aborrecedor, ra",aborrecedor,adj,1,0,3.0,,200.0,a.bo.re.θe.ˈd̪oɾ,0
092gyEk,aborrecer,aborrecer,verb,4,13,111.0,0.33,4676.0,a.bo.re.ˈθeɾ,1
092zgOB,aborrecible,aborrecible,adj,1,1,9.0,0.44,4190.0,a.bo.re.ˈθi.ble,1
095C4To,aborrecimiento,aborrecimiento,sust,2,1,9.0,0.43,4834.0,a.bo.re.θi.ˈmjen.t̪o,1
096yZIW,aborregarse,aborregarse,verb,2,0,0.0,0.0,13.0,a.bo.re.ˈgaɾ.se,0
09EKixu,abortar,abortar,verb,6,16,355.0,2.26,12008.0,a.boɾ.ˈt̪aɾ,2
09KyeBw,abortista,abortista,adj,2,0,7.0,0.12,587.0,a.boɾ.ˈt̪is.t̪a,0
09L7FxF,"abortivo, va",abortivo,adj,2,0,41.0,0.29,1192.0,a.boɾ.ˈt̪i.bo,1
09MBZJB,aborto,aborto,sust,4,9,676.0,15.36,62813.0,a.ˈboɾ.t̪o,3
09MnKtR,abortón,abortón,sust,2,1,0.0,0.0,9.0,a.boɾ.ˈt̪on,0
09OqsM0,abotagar,abotagar,verb,2,3,0.0,,12.0,a.bo.t̪a.ˈgaɾ,0
09Tvqbm,abotargar,abotargar,verb,1,0,4.0,,44.0,a.bo.t̪aɾ.ˈgaɾ,0
09U5z6g,"abotinado, da",abotinado,adj,1,0,0.0,,32.0,a.bo.t̪i.ˈna.d̪o,0
09WFz7M,abotonadura,abotonadura,sust,1,0,1.0,0.04,248.0,a.bo.t̪o.na.ˈd̪u.ɾa,0
09Z9biU,abotonar,abotonar,verb,3,9,17.0,0.06,816.0,a.bo.t̪o.ˈnaɾ,1
09dLdHN,abovedar,abovedar,verb,2,8,334.0,0.01,30.0,a.bo.be.ˈd̪aɾ,1
09io1J4,aboyar1,aboyar,verb,2,0,0.0,,20.0,a.bo.ˈʝaɾ,0
09j7XjJ,aboyar2,aboyar,verb,1,0,0.0,,20.0,a.bo.ˈʝaɾ,0
09mo9gA,abra,abra,sust,6,2,133.0,6.88,41965.0,ˈa.bɾa,3
09nBa2h,abracadabra,abracadabra,sust,1,0,19.0,0.22,851.0,a.bɾa.ka.ˈd̪a.bɾa,1
09zQsfD,abracijo,abracijo,sust,1,0,0.0,,6.0,a.bɾa.ˈθi.xo,0
0A5m0yL,"abrasador, ra",abrasador,adj,1,2,41.0,0.49,16877.0,a.bɾa.sa.ˈd̪oɾ,2
0ABDwql,abrasar,abrasar,verb,10,12,68.0,0.17,1676.0,a.bɾa.ˈsaɾ,1
0AFMXBS,"abrasivo, va",abrasivo,adj,2,1,80.0,0.36,2327.0,a.bɾa.ˈsi.bo,1
0ACsKwg,abrasión,abrasión,sust,4,1,96.0,0.39,3509.0,a.bɾa.ˈsjon,1
0AHNcma,abravecer,abravecer,verb,1,0,0.0,,0.0,a.bɾa.be.ˈθeɾ,0
0AKnz2j,abraxas,abraxas,sust,2,1,34.0,0.04,45.0,a.ˈbɾak.sas,0
0AMrUfp,abrazadera,abrazadera,sust,2,15,41.0,0.13,1750.0,a.bɾa.θa.ˈd̪e.ɾa,1
0AOkqeS,"abrazador, ra",abrazador,adj,1,7,13.0,0.04,530.0,a.bɾa.θa.ˈd̪oɾ,1
0ARN9Cc,abrazar,abrazar,verb,7,36,969.0,3.51,56271.0,a.bɾa.ˈθaɾ,2
0ARnX2o,abrazo,abrazo,sust,2,2,269.0,12.74,226962.0,a.ˈbɾa.θo,3
0ASTqzI,abrebotellas,abrebotellas,sust,1,1,1.0,0.01,401.0,a.bɾe.bo.ˈt̪e.ʝas,0
0ATSL9R,abrecartas,abrecartas,sust,1,0,4.0,0.08,2737.0,a.bɾe.ˈkaɾ.t̪as,0
0AVv6ED,abrelatas,abrelatas,sust,1,1,13.0,0.31,1652.0,a.bɾe.ˈla.t̪as,1
0AdMStx,abreojos,abreojos,sust,3,1,2.0,,10.0,a.bɾe.ˈo.xos,0
0AehK0v,abrepuño,abrepuño,sust,1,0,4.0,,3.0,a.bɾe.ˈpu.ɲo,0
0AgqKrV,abretonar,abretonar,verb,1,0,0.0,,0.0,a.bɾe.t̪o.ˈnaɾ,0
0AhAyNm,abrevadero,abrevadero,sust,1,6,95.0,0.26,4418.0,a.bɾe.ba.ˈd̪e.ɾo,1
0AhqKVn,"abrevador, ra",abrevador,"adj,sust",2,0,0.0,,11.0,a.bɾe.ba.ˈd̪oɾ,0
0AiNNQO,abrevar,abrevar,verb,5,2,39.0,0.14,1606.0,a.bɾe.ˈbaɾ,1
0AihvWq,abreviación,abreviación,sust,4,5,265.0,0.3,2420.0,a.bɾe.bja.ˈθjon,1
0AmvXwz,"abreviador, ra",abreviador,"adj,sust",3,0,11.0,,65.0,a.bɾe.bja.ˈd̪oɾ,0
0Ao5126,abreviar,abreviar,verb,4,16,1231.0,0.89,7027.0,a.bɾe.ˈbjaɾ,2
0Aowm1J,abreviatura,abreviatura,sust,2,14,725.0,0.64,9089.0,a.bɾe.bja.ˈt̪u.ɾa,2
0AyzKsi,abribonarse,abribonarse,verb,1,0,0.0,,3.0,a.bɾi.bo.ˈnaɾ.se,0
0B1UkEd,"abridero, ra",abridero,"adj,sust",3,3,0.0,,29.0,a.bɾi.ˈd̪e.ɾo,0
0B2X06a,"abridor, ra",abridor,"adj,sust",6,2,56.0,1.74,1525.0,a.bɾi.ˈd̪oɾ,2
0B5H7RA,abrigadero,abrigadero,sust,1,0,0.0,,26.0,a.bɾi.ga.ˈd̪e.ɾo,0
0B5T3iP,"abrigador, ra",abrigador,adj,1,0,1.0,0.0,121.0,a.bɾi.ga.ˈd̪oɾ,0
0B7O2Zd,abrigar,abrigar,verb,6,99,219.0,0.83,6032.0,a.bɾi.ˈgaɾ,2
0B7L28F,abrigaño,abrigaño,sust,1,0,0.0,,39.0,a.bɾi.ˈga.ɲo,0
0B7pouj,abrigo,abrigo,sust,6,75,670.0,13.33,188800.0,a.ˈbɾi.go,3
0BCGgT5,abril,abril,sust,4,8,27.0,100.14,524700.0,a.ˈbɾil,3
0BDxVf7,"abrileño, ña",abrileño,adj,1,0,0.0,0.05,100.0,a.bɾi.ˈle.ɲo,0
0BEDE7O,"abrillantador, ra",abrillantador,"adj,sust",4,2,3.0,0.03,689.0,a.bɾi.ʝan.t̪a.ˈd̪oɾ,0
0BEfSK1,abrillantar,abrillantar,verb,5,8,14.0,0.13,908.0,a.bɾi.ʝan.ˈt̪aɾ,1
0BIq0lQ,abrir,abrir,verb,34,395,25195.0,57.52,510437.0,a.ˈbɾiɾ,4
0BMnjEn,abrochador,abrochador,sust,1,0,0.0,,27.0,a.bɾo.t͡ʃa.ˈd̪oɾ,0
0BMoNcg,abrochadura,abrochadura,sust,1,0,0.0,,6.0,a.bɾo.t͡ʃa.ˈd̪u.ɾa,0
0BTXaS7,abrochar,abrochar,verb,1,14,50.0,0.26,3231.0,a.bɾo.ˈt͡ʃaɾ,1
0BWelH1,abrogación,abrogación,sust,1,0,41.0,0.13,1170.0,a.bɾo.ga.ˈθjon,0
0BXkZf5,abrogar,abrogar,verb,1,3,67.0,0.06,971.0,a.bɾo.ˈgaɾ,0
0Bc7stN,abrojo,abrojo,sust,7,5,29.0,0.1,487.0,a.ˈbɾo.xo,1
0BaWx9O,abrojín,abrojín,sust,1,0,0.0,,1.0,a.bɾo.ˈxin,0
0BcLCO7,abroma,abroma,sust,1,1,0.0,,3.0,a.ˈbɾo.ma,0
0BhLcFn,abroncar,abroncar,verb,4,0,3.0,0.02,220.0,a.bɾon.ˈkaɾ,0
0BiKMxF,abroquelar,abroquelar,verb,4,2,2.0,,18.0,a.bɾo.ke.ˈlaɾ,0
0BkZAro,abrotoñar,abrotoñar,verb,1,0,0.0,,2.0,a.bɾo.t̪o.ˈɲaɾ,0
0Bnaef2,"abrumador, ra",abrumador,adj,1,4,237.0,1.67,19721.0,a.bɾu.ma.ˈd̪oɾ,2
0BpCDHU,abrumar,abrumar,verb,5,11,152.0,0.32,2553.0,a.bɾu.ˈmaɾ,1
0BuJHDZ,"abrupto, ta",abrupto,adj,2,6,605.0,1.9,13853.0,a.ˈbɾup.t̪o,2
0BiZV1Y,abrótano,abrótano,sust,1,3,5.0,0.09,235.0,a.ˈbɾo.t̪a.no,0
0C27nxz,absceso,absceso,sust,1,7,208.0,0.76,12149.0,abs.ˈθe.so,2
0C2Hojf,abscisa,abscisa,sust,1,0,38.0,0.11,1480.0,abs.ˈθi.sa,0
0C3Hkif,abscisión,abscisión,sust,2,0,7.0,0.07,312.0,abs.θi.ˈsjon,0
0C7K4Wk,absenta,absenta,sust,1,0,13.0,0.13,2628.0,ab.ˈsen.t̪a,0
0CHGUjT,absentismo,absentismo,sust,3,3,83.0,1.1,7720.0,ab.sen.ˈt̪is.mo,2
0CKRJUe,absentista,absentista,adj,2,0,5.0,0.05,356.0,ab.sen.ˈt̪is.t̪a,0
0CQV0ly,absolución,absolución,sust,1,1,152.0,3.02,14534.0,ab.so.lu.ˈθjon,2
0CQq26m,absolutidad,absolutidad,sust,1,0,1.0,,174.0,ab.so.lu.t̪i.ˈd̪ad̪,0
0CVGIln,absolutismo,absolutismo,sust,1,3,267.0,1.91,14401.0,ab.so.lu.ˈt̪is.mo,2
0CXQKOS,absolutista,absolutista,adj,2,1,353.0,1.18,9293.0,ab.so.lu.ˈt̪is.t̪a,2
0CY07hD,"absoluto, ta",absoluto,"adj,sust",12,37,4917.0,45.1,455373.0,ab.so.ˈlu.t̪o,3
0CZQQd8,"absolutorio, ria",absolutorio,adj,1,0,20.0,0.19,519.0,ab.so.lu.ˈt̪o.ɾjo,1
0CaEqJ1,"absolvedor, ra",absolvedor,adj,1,0,0.0,,12.0,ab.sol.be.ˈd̪oɾ,0
0CbVESA,absolver,absolver,verb,6,8,535.0,0.55,4058.0,ab.sol.ˈbeɾ,2
0Cel2Qk,absorbencia,absorbencia,sust,1,0,5.0,0.03,227.0,ab.soɾ.ˈben.θja,0
0CgslgP,absorbente,absorbente,"adj,sust",3,6,148.0,2.42,17566.0,ab.soɾ.ˈben.t̪e,2
0CjIsyE,absorber,absorber,verb,7,51,2904.0,5.46,37115.0,ab.soɾ.ˈbeɾ,3
0CjfYEc,absorbible,absorbible,adj,1,0,11.0,0.05,986.0,ab.soɾ.ˈbi.ble,0
0Cl31RY,absorción,absorción,sust,3,10,1172.0,13.18,72063.0,ab.soɾ.ˈθjon,3
0CmBdIi,absortar,absortar,verb,1,2,2.0,,54.0,ab.soɾ.ˈt̪aɾ,0
0CoHU6c,"absorto, ta",absorto,adj,2,2,34.0,3.15,32754.0,ab.ˈsoɾ.t̪o,2
0CofF0S,"abstemio, mia",abstemio,adj,1,0,18.0,0.38,1990.0,abs.ˈt̪e.mjo,1
0Cr9RQY,abstencionismo,abstencionismo,sust,1,2,27.0,0.87,1148.0,abs.t̪en.θjo.ˈnis.mo,2
0CrmPQG,abstencionista,abstencionista,adj,2,0,18.0,0.23,967.0,abs.t̪en.θjo.ˈnis.t̪a,1
0Cq0YJl,abstención,abstención,sust,2,5,302.0,6.26,18224.0,abs.t̪en.ˈθjon,3
0CryrJM,abstener,abstener,verb,4,17,385.0,0.05,418.0,abs.t̪e.ˈneɾ,1
0CsS1t2,abstergente,abstergente,adj,1,0,0.0,,5.0,abs.t̪eɾ.ˈxen.t̪e,0
0Csrdun,absterger,absterger,verb,1,2,0.0,,9.0,abs.t̪eɾ.ˈxeɾ,0
0Cu65CX,abstersión,abstersión,sust,1,0,0.0,,6.0,abs.t̪eɾ.ˈsjon,0
0Cuo7Bs,abstinencia,abstinencia,sust,2,5,172.0,6.43,30281.0,abs.t̪i.ˈnen.θja,3
0Cw2Qlv,abstinente,abstinente,adj,2,0,1.0,0.16,483.0,abs.t̪i.ˈnen.t̪e,1
0CwVYCX,abstracción,abstracción,sust,1,8,610.0,10.38,46852.0,abs.t̪ɾak.ˈθjon,3
0CwlNse,"abstractivo, va",abstractivo,adj,1,0,2.0,0.01,337.0,abs.t̪ɾak.ˈt̪i.bo,0
0CxHulg,"abstracto, ta",abstracto,adj,2,30,1381.0,9.77,62987.0,abs.ˈt̪ɾak.t̪o,3
0CxZRfR,abstraer,abstraer,verb,4,10,92.0,0.34,2602.0,abs.t̪ɾa.ˈeɾ,1
0D2qhEL,"abstruso, sa",abstruso,adj,1,0,11.0,0.22,1208.0,abs.ˈt̪ɾu.so,1
0DBNKtJ,absurdidad,absurdidad,sust,2,0,6.0,0.19,1681.0,ab.suɾ.d̪i.ˈd̪ad̪,1
0DERMh7,"absurdo, da",absurdo,"adj,sust",4,10,750.0,21.14,141725.0,ab.ˈsuɾ.d̪o,3
0DFLULV,abubilla,abubilla,sust,1,2,42.0,0.26,861.0,a.bu.ˈbi.ʝa,1
0DGnjJz,abuchear,abuchear,verb,1,2,72.0,0.09,560.0,a.bu.t͡ʃe.ˈaɾ,0
0DGt0Z0,abucheo,abucheo,sust,1,0,33.0,0.4,1001.0,a.bu.ˈt͡ʃe.o,1
0DKKo2d,"abuelo, la",abuelo,sust,6,13,4679.0,31.73,388188.0,a.ˈbwe.lo,3
0DIVOb7,"abuelastro, tra",abuelastro,sust,2,0,0.0,0.03,61.0,a.bwe.ˈlas.t̪ɾo,0
0DL6JkU,"abuhado, da",abuhado,adj,2,0,0.0,0.0,6.0,a.ˈbwa.d̪o,0
0DM2zGe,"abuhardillado, da",abuhardillado,adj,3,0,2.0,0.09,736.0,a.bwaɾ.d̪i.ˈʝa.d̪o,0
0DN2iRf,abuje,abuje,sust,1,0,0.0,,3.0,a.ˈbu.xe,0
0DPIZt4,abulaga,abulaga,sust,1,0,0.0,0.0,29.0,a.bu.ˈla.ga,0
0DQUsmg,abulagar,abulagar,sust,1,0,0.0,,0.0,a.bu.la.ˈgaɾ,0
0DVoa4q,abulense,abulense,adj,2,2,67.0,0.37,1166.0,a.bu.ˈlen.se,1
0DYwS2u,abulia,abulia,sust,1,2,12.0,1.1,2655.0,a.ˈbu.lja,2
0DabYAx,abullonar,abullonar,verb,1,1,2.0,,6.0,a.bu.ʝo.ˈnaɾ,0
0DghigK,"abultado, da",abultado,adj,1,52,1.0,1.9,12475.0,a.bul.ˈt̪a.d̪o,2
0DlVG1W,abultar,abultar,verb,5,60,143.0,0.07,567.0,a.bul.ˈt̪aɾ,1
0DdCLLV,abulón,abulón,sust,1,0,16.0,0.02,318.0,a.bu.ˈlon,0
0DqiQZC,abundancia,abundancia,sust,2,130,1576.0,16.57,124364.0,a.bun.ˈd̪an.θja,4
0DtXc3q,abundante,abundante,adj,2,186,3933.0,23.76,125141.0,a.bun.ˈd̪an.t̪e,4
0DvJZTq,abundar,abundar,verb,4,289,1285.0,1.08,4773.0,a.bun.ˈd̪aɾ,4
0DzUlu9,"abundoso, sa",abundoso,adj,1,0,6.0,0.05,713.0,a.bun.ˈd̪o.so,0
0EBTA4E,"aburelado, da",aburelado,adj,2,1,0.0,,5.0,a.bu.ɾe.ˈla.d̪o,0
0EDlgbB,aburguesar,aburguesar,verb,2,0,12.0,0.01,41.0,a.buɾ.ge.ˈsaɾ,0
0EFvBhI,aburrarse,aburrarse,verb,1,2,0.0,,2.0,a.bu.ˈraɾ.se,0
0ENOg8V,"aburrido, da",aburrido,adj,1,19,2.0,7.12,74222.0,a.bu.ˈri.d̪o,3
0EPXFag,"aburridor, ra",aburridor,adj,1,0,0.0,0.05,193.0,a.bu.ri.ˈd̪oɾ,0
0ERLw30,aburrimiento,aburrimiento,sust,2,7,82.0,7.2,53410.0,a.bu.ri.ˈmjen.t̪o,3
0ESK81y,aburrir,aburrir,verb,6,27,544.0,0.97,5332.0,a.bu.ˈriɾ,2
0EUKG8X,"abusador, ra",abusador,adj,1,0,26.0,0.32,5618.0,a.bu.sa.ˈd̪oɾ,1
0EUOgTV,abusar,abusar,verb,3,53,501.0,3.11,22628.0,a.bu.ˈsaɾ,2
0EWx2KP,"abusivo, va",abusivo,adj,2,13,181.0,1.84,13827.0,a.bu.ˈsi.bo,2
0EUqIK3,abusión,abusión,sust,4,0,1.0,,64.0,a.bu.ˈsjon,0
0EZHSBG,abuso,abuso,sust,1,26,1588.0,17.96,119360.0,a.ˈbu.so,3
0EZjyFf,"abusón, na",abusón,adj,1,2,18.0,0.13,1396.0,a.bu.ˈson,0
0Eajb5C,abuzarse,abuzarse,verb,1,0,0.0,,2.0,a.bu.ˈθaɾ.se,0
0E3tNQU,abuñolar,abuñolar,verb,1,1,0.0,,6.0,a.bu.ɲo.ˈlaɾ,0
0E7S2Hr,abuñuelar,abuñuelar,verb,1,0,0.0,,3.0,a.bu.ɲwe.ˈlaɾ,0
0EapqwB,abyección,abyección,sust,2,0,3.0,0.68,3533.0,ab.ʝek.ˈθjon,2
0Eby5wj,"abyecto, ta",abyecto,adj,2,3,8.0,0.68,5272.0,ab.ˈʝek.t̪o,2
0DZiF9V,"abúlico, ca",abúlico,adj,2,0,4.0,0.41,926.0,a.ˈbu.li.ko,1
0Eko4u0,acabable,acabable,adj,1,0,0.0,,73.0,a.ka.ˈba.ble,0
0EpFbS8,"acabado, da",acabado,"adj,sust",3,19,521.0,22.14,233494.0,a.ka.ˈba.d̪o,3
0EruFmP,"acabador, ra",acabador,adj,1,0,2.0,,39.0,a.ka.ba.ˈd̪oɾ,0
0F0GGEg,acabalar,acabalar,verb,1,0,0.0,,22.0,a.ka.ba.ˈlaɾ,0
0F5zj6t,acaballadero,acaballadero,sust,2,1,3.0,0.01,33.0,a.ka.ba.ʝa.ˈd̪e.ɾo,0
0F9biKr,acaballar,acaballar,verb,2,2,1.0,,20.0,a.ka.ba.ˈʝaɾ,0
0FBD367,acaballerar,acaballerar,verb,1,0,0.0,,4.0,a.ka.ba.ʝe.ˈɾaɾ,0
0FGB03j,acabamiento,acabamiento,sust,3,3,5.0,0.39,2102.0,a.ka.ba.ˈmjen.t̪o,1
0FQ0uWG,acabar,acabar,verb,15,117,15744.0,42.26,347348.0,a.ka.ˈbaɾ,4
0FOj1ul,acabañar,acabañar,verb,1,0,0.0,,1.0,a.ka.ba.ˈɲaɾ,0
0FSjmDi,acabestrillar,acabestrillar,verb,1,0,0.0,,0.0,a.ka.bes.t̪ɾi.ˈʝaɾ,0
0FTZs5M,acabildar,acabildar,verb,1,0,0.0,,1.0,a.ka.bil.ˈd̪aɾ,0
0FWNYjW,acabo,acabo,sust,1,0,3.0,12.65,115949.0,a.ˈka.bo,3
0FZpp0l,acacharse,acacharse,verb,1,0,0.0,,2.0,a.ka.ˈt͡ʃaɾ.se,0
0Fa6sQq,acachetar,acachetar,verb,1,0,0.0,,1.0,a.ka.t͡ʃe.ˈt̪aɾ,0
0Fafa8y,acachetear,acachetear,verb,1,0,0.0,,1.0,a.ka.t͡ʃe.t̪e.ˈaɾ,0
0FeXBFS,acacia,acacia,sust,4,8,290.0,1.16,5385.0,a.ˈka.θja,2
0FhLoTe,"acaciano, na",acaciano,adj,2,0,5.0,,9.0,a.ka.ˈθja.no,0
0FhRgFA,academia,academia,sust,8,10,2919.0,40.03,55192.0,a.ka.ˈd̪e.mja,3
0Fkv3LV,academicismo,academicismo,sust,1,4,63.0,0.8,1988.0,a.ka.d̪e.mi.ˈθis.mo,2
0FohU9p,academicista,academicista,"adj,sust",2,0,54.0,0.27,1135.0,a.ka.d̪e.mi.ˈθis.t̪a,1
0Ftd3QR,academismo,academismo,sust,1,0,5.0,0.05,149.0,a.ka.d̪e.ˈmis.mo,0
0Fy1hSh,academista,academista,sust,1,0,4.0,,5.0,a.ka.d̪e.ˈmis.t̪a,0
0G3Nlex,academizar,academizar,verb,1,0,1.0,0.0,26.0,a.ka.d̪e.mi.ˈθaɾ,0
0G3y35Q,"acadio, dia",acadio,"adj,sust",4,3,97.0,0.11,1593.0,a.ˈka.d̪jo,0
0Fp3xyj,"académico, ca",académico,"adj,sust",9,29,5607.0,20.49,127971.0,a.ka.ˈd̪e.mi.ko,3
0G4Uv6x,"acaecedero, ra",acaecedero,adj,1,0,0.0,,8.0,a.ka.e.θe.ˈd̪e.ɾo,0
0G6XRbG,acaecer1,acaecer,verb,2,15,675.0,0.38,3425.0,a.ka.e.ˈθeɾ,1
0G7c1mU,acaecer2,acaecer,sust,1,8,675.0,0.38,3425.0,a.ka.e.ˈθeɾ,1
0GJdj5U,acalabrotar,acalabrotar,verb,1,1,0.0,,2.0,a.ka.la.bɾo.ˈt̪aɾ,0
0GLp7KS,acalambrar,acalambrar,verb,4,0,2.0,,71.0,a.ka.lam.ˈbɾaɾ,0
0GTUvUc,"acallador, ra",acallador,adj,1,0,0.0,,16.0,a.ka.ʝa.ˈd̪oɾ,0
0GX0cSe,acallar,acallar,verb,2,3,105.0,2.41,16024.0,a.ka.ˈʝaɾ,2
0Ge5LoK,acaloramiento,acaloramiento,sust,2,1,1.0,0.27,2051.0,a.ka.lo.ɾa.ˈmjen.t̪o,1
0GfR4jF,acalorar,acalorar,verb,5,8,111.0,0.01,154.0,a.ka.lo.ˈɾaɾ,1
0GgFnfU,"acalórico, ca",acalórico,adj,1,0,0.0,0.0,42.0,a.ka.ˈlo.ɾi.ko,0
0GtEgz5,acamar,acamar,verb,2,0,4.0,,3.0,a.ka.ˈmaɾ,0
0Gx0isO,"acampanado, da",acampanado,adj,1,10,105.0,0.06,636.0,a.kam.pa.ˈna.d̪o,1
0H1KoV5,acampanar,acampanar,verb,1,10,0.0,,12.0,a.kam.pa.ˈnaɾ,1
0H1ryBl,acampar,acampar,verb,1,14,657.0,0.91,13773.0,a.kam.ˈpaɾ,2
0H4hwLs,acampo,acampo,sust,1,0,0.0,0.01,151.0,a.ˈkam.po,0
0HHgh1h,acanalador,acanalador,sust,1,0,2.0,,110.0,a.ka.na.la.ˈd̪oɾ,0
0HJ1pIz,acanaladura,acanaladura,sust,2,0,47.0,0.01,347.0,a.ka.na.la.ˈd̪u.ɾa,0
0HJf5GZ,acanalar,acanalar,verb,2,18,150.0,,59.0,a.ka.na.ˈlaɾ,1
0HReCCh,acanallar,acanallar,verb,1,0,0.0,,7.0,a.ka.na.ˈʝaɾ,0
0HVgAlA,acanilladura,acanilladura,sust,1,0,0.0,,0.0,a.ka.ni.ʝa.ˈd̪u.ɾa,0
0HZqZWo,acantalear,acantalear,verb,2,0,0.0,,1.0,a.kan.t̪a.le.ˈaɾ,0
0Ha6x88,acantarar,acantarar,verb,1,0,0.0,,0.0,a.kan.t̪a.ˈɾaɾ,0
0HfU7JD,acantear,acantear,verb,1,0,0.0,,1.0,a.kan.t̪e.ˈaɾ,0
0Hggr4j,"acantilado, da",acantilado,"adj,sust",3,4,855.0,1.93,37229.0,a.kan.t̪i.ˈla.d̪o,2
0HhizvH,acantilar,acantilar,verb,2,4,87.0,,3.0,a.kan.t̪i.ˈlaɾ,0
0HkpLPR,acantio,acantio,sust,1,0,0.0,,4.0,a.ˈkan.t̪jo,0
0HleIT5,acanto,acanto,sust,2,5,138.0,0.18,1316.0,a.ˈkan.t̪o,1
0Huhdn3,"acantocéfalo, la",acantocéfalo,adj,1,0,1.0,0.01,26.0,a.kan.t̪o.ˈse.fa.lo,0
0I3sQnP,acantonamiento,acantonamiento,sust,2,1,21.0,0.06,712.0,a.kan.t̪o.na.ˈmjen.t̪o,0
0I4zZ7v,acantonar,acantonar,verb,1,4,180.0,0.01,112.0,a.kan.t̪o.ˈnaɾ,0
0I64sCl,"acantopterigio, gia",acantopterigio,adj,1,49,7.0,,43.0,a.kan.t̪op.t̪e.ˈɾi.xjo,1
0HY8aZb,"acantáceo, a",acantáceo,adj,1,1,0.0,,5.0,a.kan.ˈt̪a.θe.o,0
0IB0g0J,"acaparador, ra",acaparador,adj,1,2,17.0,0.13,1160.0,a.ka.pa.ɾa.ˈd̪oɾ,0
0IDydOx,acaparar,acaparar,verb,3,4,267.0,1.13,6532.0,a.ka.pa.ˈɾaɾ,2
0IHa7AK,acapillar,acapillar,verb,1,0,0.0,,2.0,a.ka.pi.ˈʝaɾ,0
0IKM7co,acapizarse,acapizarse,verb,1,0,0.0,,1.0,a.ka.pi.ˈθaɾ.se,0
0INwqdw,acapullarse,acapullarse,verb,1,0,0.0,,0.0,a.ka.pu.ˈʝaɾ.se,0
0ITTOuH,acaramelar,acaramelar,verb,3,3,13.0,0.08,92.0,a.ka.ɾa.me.ˈlaɾ,0
0IbtxoK,acardenalar,acardenalar,verb,2,0,0.0,,4.0,a.kaɾ.d̪e.na.ˈlaɾ,0
0IkQh7g,acarear,acarear,verb,3,0,0.0,,19.0,a.ka.ɾe.ˈaɾ,0
0IpEqYq,"acariciador, ra",acariciador,adj,1,0,3.0,0.15,755.0,a.ka.ɾi.θja.ˈd̪oɾ,1
0Is6NcV,acariciar,acariciar,verb,5,13,189.0,3.81,48937.0,a.ka.ɾi.ˈθjaɾ,3
0IyzEHW,acaronar,acaronar,verb,1,0,0.0,,51.0,a.ka.ɾo.ˈnaɾ,0
0JAZFwo,acarrarse,acarrarse,verb,3,0,0.0,,6.0,a.ka.ˈraɾ.se,0
0JBflHN,acarrazarse,acarrazarse,verb,1,0,0.0,,2.0,a.ka.ra.ˈθaɾ.se,0
0JEnXgz,"acarreadizo, za",acarreadizo,adj,1,0,0.0,,1.0,a.ka.re.a.ˈd̪i.θo,0
0JG7RRb,"acarreador, ra",acarreador,"adj,sust",2,0,8.0,0.01,215.0,a.ka.re.a.ˈd̪oɾ,0
0JHhHG1,acarrear,acarrear,verb,3,20,515.0,3.0,16873.0,a.ka.re.ˈaɾ,2
0JIYUc8,acarreo,acarreo,sust,2,5,108.0,0.92,3679.0,a.ka.ˈre.o,2
0JKTrJQ,acarretar,acarretar,verb,1,0,0.0,,10.0,a.ka.re.ˈt̪aɾ,0
0JKjsoc,acartonar,acartonar,verb,1,1,15.0,,22.0,a.kaɾ.t̪o.ˈnaɾ,0
0JRuAEM,acaserarse,acaserarse,verb,1,0,0.0,,1.0,a.ka.se.ˈɾaɾ.se,0
0JTWt1e,acaso,acaso,"sust,adv",4,4,359.0,63.5,319094.0,a.ˈka.so,3
0JUIkVG,"acastañado, da",acastañado,adj,2,1,1.0,0.01,65.0,a.kas.t̪a.ˈɲa.d̪o,0
0JUQ9Ei,"acastillado, da",acastillado,adj,1,0,1.0,0.0,22.0,a.kas.t̪i.ˈʝa.d̪o,0
0JYwQAA,"acastorado, da",acastorado,adj,1,0,0.0,,1.0,a.kas.t̪o.ˈɾa.d̪o,0
0Jbnaly,acatable,acatable,adj,1,0,0.0,0.0,12.0,a.ka.ˈt̪a.ble,0
0JgHio0,acatalecto,acatalecto,sust,1,0,0.0,,5.0,a.ka.t̪a.ˈlek.t̪o,0
0JdJbtC,acataléctico,acataléctico,sust,1,1,1.0,,30.0,a.ka.t̪a.ˈlek.t̪i.ko,0
0Jk5a4d,acatar,acatar,verb,6,5,308.0,2.97,14301.0,a.ka.ˈt̪aɾ,2
0JlGRxu,acatarrar,acatarrar,verb,2,2,2.0,0.0,47.0,a.ka.t̪a.ˈraɾ,0
0JpzhGU,acato,acato,sust,1,0,1.0,0.21,1318.0,a.ˈka.t̪o,1
0JuTpfe,"acaudalador, ra",acaudalador,adj,1,0,0.0,,1.0,a.kaw.d̪a.la.ˈd̪oɾ,0
